	sentence	inference	model	label
519	Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)	"The writer is implying that climate alarmists are energy experts
"	gpt2_large	misinfo
520	Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)	"The writer is implying that climate change is a hoax
"	t5_base	misinfo
521	Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I)	"The writer is implying that climate change is not real
"	t5_large	misinfo
522	The new coronavirus poses a risk to male reproductive health.	"The writer is implying that covid-19 is dangerous for men
"	gpt2_large	misinfo
523	The new coronavirus poses a risk to male reproductive health.	"The writer is implying that coronavirus is dangerous to male reproductive health
"	t5_base	misinfo
524	The new coronavirus poses a risk to male reproductive health.	"The writer is implying that male reproductive health is at risk
"	t5_large	misinfo
525	"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19"	"The writer is implying that there are treatments for covid
"	gpt2_large	misinfo
526	"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19"	"The writer is implying that gliricidia sepium has ivermectin
"	t5_base	misinfo
527	"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19"	"The writer is implying that gliricidia sepium is an effective treatment for covid-19
"	t5_large	misinfo
528	Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change	"The writer is implying that rainn wilson and rainn wilson promote virtual rally to fight climate change
"	gpt2_large	misinfo
529	Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change	"The writer is implying that celebrities are taking climate change seriously
"	t5_base	misinfo
530	Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change	"The writer is implying that virtual rallies are being held to fight climate change
"	t5_large	misinfo
531	Can an environmental catastrophe in Yemen be averted?	"The writer is implying that the government is not doing enough to stop climate change
"	gpt2_large	misinfo
532	Can an environmental catastrophe in Yemen be averted?	"The writer is implying that yemen needs to do more to fight climate change
"	t5_base	misinfo
533	Can an environmental catastrophe in Yemen be averted?	"The writer is implying that yemen may not be able to stop climate change
"	t5_large	misinfo
534	Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate	"The writer is implying that some politicians are hypocritical
"	gpt2_large	misinfo
535	Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate	"The writer is implying that the left doesn't care about climate change
"	t5_base	misinfo
536	Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate	"The writer is implying that democrats are hypocrites
"	t5_large	misinfo
537	Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech	"The writer is implying that the president doesn't care about the environment
"	gpt2_large	misinfo
538	Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech	"The writer is implying that biden was forced to swat bug during climate change speech
"	t5_base	misinfo
539	Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech	"The writer is implying that biden was forced to swat bugs during climate change speech
"	t5_large	misinfo
